category,niagara_personal_chars,niagara_personal_chars_alias,l1,l2,markets,generic_tag,retailers_name_tag,retailers_div_req,item,upc,brand,package_material_substance,package_general_shape,flavor,base_size,outer_pack_size,product_size,total_size,bp_concat_flavor,protein_presence_claim,bc_protein_total_store,pack_type,derived_outer_multipack_count,prc_acv,acv,tdp,avg_of_items,avg_eq_price,sales,units,eq,no_promo_unit_price,any_promo_unit_price,feat_n_disp_unit_price,feat_or_disp_unit_price,feat_wo_disp_unit_price,disp_wo_feat_unit_price,any_promo_prc_acv,no_promo_prc_acv,disp_wo_feat_prc_acv,feat_wo_disp_prc_acv,feat_n_disp_prc_acv,price_decr_only_prc_acv,any_promo_tdp,no_promo_tdp,disp_wo_feat_tdp,feat_wo_disp_tdp,feat_n_disp_tdp,price_decr_only_tdp,periods,week_ending,year,month,week_of_year,aup,median_baseprice,tpr_discount,seasonality_index,seasonality_peak_flag,seasonality_rolling_peak_flag,promo_flag,Holiday,Holiday_4th_of_July,Holiday_Juneteenth,Holiday_Martin_Luther_King_Jr_Day,Holiday_Thanksgiving_Day,Holiday_Independence_Day,Holiday_Halloween,Holiday_Washington_s_Birthday,Holiday_Valentine_s_Day,Holiday_Western_Easter,Holiday_Eastern_Easter,Holiday_Memorial_Day,Holiday_Veterans_Day,Holiday_Valentine_s_Day_n_Washington_s_Birthday,Holiday_New_Year_s_Day,Holiday_Labor_Day,Holiday_Eastern_Easter_n_Western_Easter,Holiday_Christmas_Day,Holiday_Columbus_Day,Holiday_clubbed
WATER,PC_Total SUW,PC_Total SUW,Census Divisions,xAOC,Pacific Division xAOC,Census Divisions,Census Divisions_xAOC,,ARWH NO FRT JC MNTN SPRN WTR BTL 48PK 8 FL OZ,007114204814,ARROWHEAD (PRIMO BRANDS CORPORATION),PLASTIC,BOTTLE,UNFLAVORED,8 FLUID OUNCE,48 COUNT,8 FLUID OUNCE,8 FLUID OUNCE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,MULTI PACK,48,1.6601,1.6601,1.6601,1.0,5.861,2650.675794118126736,226.1295089035976,452.25903948787678232,11.0053,13.9419,,13.9419,,13.9419,0.2169,1.4432,0.2169,0.0,0.0,0.0,0.2169,1.4432,0.2169,0.0,0.0,0.0,1 w/e 02/21/26,2026-02-21,2026,2,8,11.721936720997123,11.721936720997123,0.0,0.88758955085595426,0,0,0,No Holiday,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
WATER,PC_Total SUW,PC_Total SUW,Census Divisions,xAOC,Pacific Division xAOC,Census Divisions,Census Divisions_xAOC,,ARWH MNTN SPRN WTR JUG 2PK 320 FL OZ,007114205009,ARROWHEAD (PRIMO BRANDS CORPORATION),PLASTIC,JUG,UNFLAVORED,320 FLUID OUNCE,2 COUNT,2.5 GALLON,320 FLUID OUNCE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,MULTI PACK,2,0.5398,0.5398,0.5398,1.0,2.1979,552.753313077564864,75.44879358715518232,251.495906354912,7.3262,,,,,,0.0,0.5398,0.0,0.0,0.0,0.0,0.0,0.5398,0.0,0.0,0.0,0.0,1 w/e 02/21/26,2026-02-21,2026,2,8,7.3262047913204631,7.3262047913204631,0.0,0.88758955085595426,0,0,0,No Holiday,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
,PC_Total SUW,PC_Total SUW,Census Divisions,xAOC,Pacific Division xAOC,Census Divisions,Census Divisions_xAOC,,ARWH MNTN SPRN WTR BTL 12PK 50.7 FL OZ,007114205015,UNKNOWN,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,1 w/e 02/21/26,2026-02-21,2026,2,8,,,,0.88758955085595426,0,0,0,No Holiday,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
WATER,PC_Total SUW,PC_Total SUW,Census Divisions,xAOC,Pacific Division xAOC,Census Divisions,Census Divisions_xAOC,,ARWH MNTN SPRN WTR BTL 15PK 33.8 FL OZ,007114205017,ARROWHEAD (PRIMO BRANDS CORPORATION),PLASTIC,BOTTLE,UNFLAVORED,33.8 FLUID OUNCE,15 COUNT,1 LITER,33.8 FLUID OUNCE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,MULTI PACK,15,0.4186,0.4186,0.4186,1.0,3.7832,188.433307836417816,18.8621929766184,49.80798374905335808,9.99,,,,,,0.0,0.4186,0.0,0.0,0.0,0.0,0.0,0.4186,0.0,0.0,0.0,0.0,1 w/e 02/21/26,2026-02-21,2026,2,8,9.99,9.99,0.0,0.88758955085595426,0,0,0,No Holiday,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
WATER,PC_Total SUW,PC_Total SUW,Census Divisions,xAOC,Pacific Division xAOC,Census Divisions,Census Divisions_xAOC,,ARWH SPRN WTR BTL 28PK 20 FL OZ,007114205419,ARROWHEAD (PRIMO BRANDS CORPORATION),PLASTIC,BOTTLE,UNFLAVORED,20 FLUID OUNCE,28 COUNT,20 FLUID OUNCE,20 FLUID OUNCE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,MULTI PACK,28,1.3425,1.3425,1.3425,1.0,2.7351,5536.31380681648824,693.99863913074478232,2024.16265591003258232,7.9774,,,,,,0.0,1.3425,0.0,0.0,0.0,0.0,0.0,1.3425,0.0,0.0,0.0,0.0,1 w/e 02/21/26,2026-02-21,2026,2,8,7.9774130591248653,7.9774130591248653,0.0,0.88758955085595426,0,0,0,No Holiday,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
WATER,PC_Total SUW,PC_Total SUW,Census Divisions,xAOC,Pacific Division xAOC,Census Divisions,Census Divisions_xAOC,,ARWH MNTN SPRN WTR BTL 28PK 24 FL OZ,007114205511,ARROWHEAD (PRIMO BRANDS CORPORATION),PLASTIC,BOTTLE,UNFLAVORED,24 FLUID OUNCE,28 COUNT,24 FLUID OUNCE,24 FLUID OUNCE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,MULTI PACK,28,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,1 w/e 02/21/26,2026-02-21,2026,2,8,,5.9897505249475049,,0.88758955085595426,0,0,0,No Holiday,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
WATER,PC_Total SUW,PC_Total SUW,Census Divisions,xAOC,Pacific Division xAOC,Census Divisions,Census Divisions_xAOC,,ARWH MNTN SPRN WTR BTL 24PK 24 FL OZ,007114205624,ARROWHEAD (PRIMO BRANDS CORPORATION),PLASTIC,BOTTLE,UNFLAVORED,24 FLUID OUNCE,24 COUNT,24 FLUID OUNCE,24 FLUID OUNCE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,MULTI PACK,24,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,1 w/e 02/21/26,2026-02-21,2026,2,8,,2.5898410158984104,,0.88758955085595426,0,0,0,No Holiday,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
WATER,PC_Total SUW,PC_Total SUW,Census Divisions,xAOC,Pacific Division xAOC,Census Divisions,Census Divisions_xAOC,,ARWH MNTN SPRN WTR JUG 101.4 FL OZ,007114233416,ARROWHEAD (PRIMO BRANDS CORPORATION),PLASTIC,JUG,UNFLAVORED,101.4 FLUID OUNCE,NOT APPLICABLE,3 LITER,101.4 FLUID OUNCE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,SINGLE PACK,1,65.6326,65.6326,65.6326,1.0,3.8663,29386.17680700637720736,14391.8027251717523944,7600.67082032902342832,2.0465,1.7983,,,,,1.5605,64.0984,0.0,0.0,0.0,1.5605,1.5605,64.0719,0.0,0.0,0.0,1.5605,1 w/e 02/21/26,2026-02-21,2026,2,8,2.0418690672857092,2.0418690672857092,0.0,0.88758955085595426,0,0,0,No Holiday,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
WATER,PC_Total SUW,PC_Total SUW,Census Divisions,xAOC,Pacific Division xAOC,Census Divisions,Census Divisions_xAOC,,ARWH MNTN SPRN WTR BTL 6PK 23.7 FL OZ,007114242378,ARROWHEAD (PRIMO BRANDS CORPORATION),PLASTIC,BOTTLE,UNFLAVORED,23.7 FLUID OUNCE,6 COUNT,23.7 FLUID OUNCE,23.7 FLUID OUNCE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,MULTI PACK,6,62.6274,62.6274,62.6274,1.0,3.8467,17488.4645570914537732,6138.49237457113376712,4546.32089818196984992,2.8143,2.879,3.2374,3.0371,2.9661,4.0179,27.711,34.9362,0.3957,2.9043,0.1914,24.2197,27.7109,34.9165,0.3957,2.9042,0.1914,24.2196,1 w/e 02/21/26,2026-02-21,2026,2,8,2.8489836738313596,3.1411725055529791,9.3019033881484248,0.88758955085595426,0,0,1,No Holiday,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
WATER,PC_Total SUW,PC_Total SUW,Census Divisions,xAOC,Pacific Division xAOC,Census Divisions,Census Divisions_xAOC,,ARWH MNTN SPRN WTR BTL 24PK 23.7 FL OZ,007114256633,ARROWHEAD (PRIMO BRANDS CORPORATION),PLASTIC,BOTTLE,UNFLAVORED,23.7 FLUID OUNCE,24 COUNT,23.7 FLUID OUNCE,23.7 FLUID OUNCE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,MULTI PACK,24,0.0091,0.0091,0.0091,1.0,0.8743,0.56155133366367032,0.21682849650478232,0.64229019187623,2.59,,,,,,0.0,0.0091,0.0,0.0,0.0,0.0,0.0,0.0091,0.0,0.0,0.0,0.0,1 w/e 02/21/26,2026-02-21,2026,2,8,2.5898410158984104,2.69,3.72338230860928,0.88758955085595426,0,0,1,No Holiday,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
WATER,PC_Total SUW,PC_Total SUW,Census Divisions,xAOC,Pacific Division xAOC,Census Divisions,Census Divisions_xAOC,,ARWH CLR FR SPRN WTR BTL 640 FL OZ,007114258062,ARROWHEAD (PRIMO BRANDS CORPORATION),PLASTIC,BOTTLE,UNFLAVORED,640 FLUID OUNCE,NOT APPLICABLE,640 FLUID OUNCE,640 FLUID OUNCE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,SINGLE PACK,1,0.4498,0.4498,0.4498,1.0,4.6383,814.09318114015818376,52.6550041317172912,175.51667321216377656,15.4609,,,,,,0.0,0.4498,0.0,0.0,0.0,0.0,0.0,0.4498,0.0,0.0,0.0,0.0,1 w/e 02/21/26,2026-02-21,2026,2,8,15.460889132278705,15.460889132278705,0.0,0.88758955085595426,0,0,0,No Holiday,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
WATER,PC_Total SUW,PC_Total SUW,Census Divisions,xAOC,Pacific Division xAOC,Census Divisions,Census Divisions_xAOC,,ARWH MNTN SPRN WTR BTL 23.7 FL OZ,007114264337,ARROWHEAD (PRIMO BRANDS CORPORATION),PLASTIC,BOTTLE,UNFLAVORED,23.7 FLUID OUNCE,NOT APPLICABLE,23.7 FLUID OUNCE,23.7 FLUID OUNCE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,SINGLE PACK,1,14.2773,14.2773,14.2773,1.0,13.8325,1657.94060447366860072,971.0070490501544368,119.85865619379775984,1.7596,1.6478,,1.5194,,1.5194,3.7925,10.4848,0.0933,0.0,0.0,3.6992,3.7925,10.4848,0.0933,0.0,0.0,3.6992,1 w/e 02/21/26,2026-02-21,2026,2,8,1.7074444578908847,1.7074444578908847,0.0,0.88758955085595426,0,0,0,No Holiday,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
WATER,PC_Total SUW,PC_Total SUW,Census Divisions,xAOC,Pacific Division xAOC,Census Divisions,Census Divisions_xAOC,,ARWH MNTN SPRN WTR JUG 6PK 101.4 FL OZ,007114266660,ARROWHEAD (PRIMO BRANDS CORPORATION),PLASTIC,JUG,UNFLAVORED,101.4 FLUID OUNCE,6 COUNT,101.4 FLUID OUNCE,101.4 FLUID OUNCE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,MULTI PACK,6,0.0835,0.0835,0.0835,1.0,2.2659,3.113345875221152,0.4336136316464,1.37401319527953,7.18,,,,,,0.0,0.0835,0.0,0.0,0.0,0.0,0.0,0.0835,0.0,0.0,0.0,0.0,1 w/e 02/21/26,2026-02-21,2026,2,8,7.18,7.18,0.0,0.88758955085595426,0,0,0,No Holiday,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
WATER,PC_Total SUW,PC_Total SUW,Census Divisions,xAOC,Pacific Division xAOC,Census Divisions,Census Divisions_xAOC,,ARWH MNTN SPRN WTR BTL 24PK 23.7 FL OZ,007114271003,ARROWHEAD (PRIMO BRANDS CORPORATION),PLASTIC,BOTTLE,UNFLAVORED,23.7 FLUID OUNCE,24 COUNT,23.7 FLUID OUNCE,23.7 FLUID OUNCE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,MULTI PACK,24,2.6703,2.6703,2.6703,1.0,2.8514,3976.022363449823032,470.6875971521672,1394.41200656329533,8.4095,9.358,,,,,0.1254,2.5449,0.0,0.0,0.0,0.1254,0.1254,2.5449,0.0,0.0,0.0,0.1254,1 w/e 02/21/26,2026-02-21,2026,2,8,8.4472639336711186,8.4472639336711186,0.0,0.88758955085595426,0,0,0,No Holiday,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
WATER,PC_Total SUW,PC_Total SUW,Census Divisions,xAOC,Pacific Division xAOC,Census Divisions,Census Divisions_xAOC,,ARWH MNTN SPRN WTR BTL 12PK 12 FL OZ,007114281777,ARROWHEAD (PRIMO BRANDS CORPORATION),PLASTIC,BOTTLE,UNFLAVORED,12 FLUID OUNCE,12 COUNT,12 FLUID OUNCE,12 FLUID OUNCE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,MULTI PACK,12,64.4953,64.4953,64.4953,1.0,5.0903,21363.02460451893813552,5595.7704743742109616,4196.8278557806582212,4.392,2.8899,,3.5326,3.5326,,17.7213,46.774,0.0,3.1903,0.0,14.5311,17.721,46.7742,0.0,3.1903,0.0,14.5308,1 w/e 02/21/26,2026-02-21,2026,2,8,3.8177092327769251,4.4656375286995438,14.509200349525553,0.88758955085595426,0,0,1,No Holiday,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
WATER,PC_Total SUW,PC_Total SUW,Census Divisions,xAOC,Pacific Division xAOC,Census Divisions,Census Divisions_xAOC,,ARWH MNTN SPRN WTR BTL 40PK 16.9 FL OZ,007114281780,ARROWHEAD (PRIMO BRANDS CORPORATION),PLASTIC,BOTTLE,UNFLAVORED,16.9 FLUID OUNCE,40 COUNT,16.9 FLUID OUNCE,16.9 FLUID OUNCE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,MULTI PACK,40,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,1 w/e 02/21/26,2026-02-21,2026,2,8,,5.9799875416926218,,0.88758955085595426,0,0,0,No Holiday,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
WATER,PC_Total SUW,PC_Total SUW,Census Divisions,xAOC,Pacific Division xAOC,Census Divisions,Census Divisions_xAOC,,ARWH MNTN SPRN WTR BTL 12 FL OZ,007114291536,ARROWHEAD (PRIMO BRANDS CORPORATION),PLASTIC,BOTTLE,UNFLAVORED,12 FLUID OUNCE,NOT APPLICABLE,12 FLUID OUNCE,12 FLUID OUNCE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,SINGLE PACK,1,0.0098,0.0098,0.0098,1.0,18.64,1.515479642604168,1.3008408949392,0.0813025559337,1.165,,,,,,0.0,0.0098,0.0,0.0,0.0,0.0,0.0,0.0098,0.0,0.0,0.0,0.0,1 w/e 02/21/26,2026-02-21,2026,2,8,1.165,1.165,0.0,0.88758955085595426,0,0,0,No Holiday,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
WATER,PC_Total SUW,PC_Total SUW,Census Divisions,xAOC,Pacific Division xAOC,Census Divisions,Census Divisions_xAOC,,ARWH MNTN SPRN WTR BTL 12PK 50.72 FL OZ,007114293363,ARROWHEAD (PRIMO BRANDS CORPORATION),PLASTIC,BOTTLE,UNFLAVORED,50.72 FLUID OUNCE,12 COUNT,50.72 FLUID OUNCE,50.72 FLUID OUNCE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,MULTI PACK,12,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,1 w/e 02/21/26,2026-02-21,2026,2,8,,1.7899997657201761,,0.88758955085595426,0,0,0,No Holiday,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
WATER,PC_Total SUW,PC_Total SUW,Census Divisions,xAOC,Pacific Division xAOC,Census Divisions,Census Divisions_xAOC,,ARWH MNTN SPRN WTR BTL 28PK 16.9 FL OZ,007114293670,ARROWHEAD (PRIMO BRANDS CORPORATION),PLASTIC,BOTTLE,UNFLAVORED,16.9 FLUID OUNCE,28 COUNT,16.9 FLUID OUNCE,16.9 FLUID OUNCE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,MULTI PACK,28,0.0243,0.0243,0.0243,1.0,2.1829,6.99854569545447832,1.3008408949392,3.20603078898557,5.38,,,,,,0.0,0.0243,0.0,0.0,0.0,0.0,0.0,0.0243,0.0,0.0,0.0,0.0,1 w/e 02/21/26,2026-02-21,2026,2,8,5.3800166666666662,5.3800166666666662,0.0,0.88758955085595426,0,0,0,No Holiday,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
VALUE ADD WATER,PC_Total SUW,PC_Total SUW,Census Divisions,xAOC,Pacific Division xAOC,Census Divisions,Census Divisions_xAOC,,THCK IT NCTR MD WTH PR ARTS MNRL DRNK WTR BTL 46 FL OZ,007205861057,THICK-IT (KENT PRECISION FOODS GROUP INC),PLASTIC,BOTTLE,NECTAR,46 FLUID OUNCE,NOT APPLICABLE,46 FLUID OUNCE,46 FLUID OUNCE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,SINGLE PACK,1,0.6282,0.6282,0.6282,1.0,25.0786,148.50401824694065432,24.7159770038448,5.92153615717115,6.0084,,,,,,0.0,0.6282,0.0,0.0,0.0,0.0,0.0,0.6282,0.0,0.0,0.0,0.0,1 w/e 02/21/26,2026-02-21,2026,2,8,6.0084219298245616,6.0084219298245616,0.0,0.88758955085595426,0,0,0,No Holiday,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
WATER,PC_Total SUW,PC_Total SUW,Census Divisions,xAOC,Pacific Division xAOC,Census Divisions,Census Divisions_xAOC,,ZPHY SPRN WTR BTL 24PK 16.9 FL OZ,007343005544,ZEPHYRHILLS (PRIMO BRANDS CORPORATION),PLASTIC,BOTTLE,UNFLAVORED,16.9 FLUID OUNCE,24 COUNT,16.9 FLUID OUNCE,16.9 FLUID OUNCE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,MULTI PACK,24,0.0286,0.0286,0.0286,1.0,2.6793,12.27126577559312,2.168068158232,4.5800439842651,5.66,,,,,,0.0,0.0286,0.0,0.0,0.0,0.0,0.0,0.0286,0.0,0.0,0.0,0.0,1 w/e 02/21/26,2026-02-21,2026,2,8,5.66,6.3299999999999992,10.584518167456547,0.88758955085595426,0,0,1,No Holiday,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
WATER,PC_Total SUW,PC_Total SUW,Census Divisions,xAOC,Pacific Division xAOC,Census Divisions,Census Divisions_xAOC,,CLR ALS GLC EKLN LK DRNK WTR BTL 6PK 16.9 FL OZ,007375700014,"CLEAR ALASKAN GLACIAL (ALASKA GLACIER PRODUCT, LLC)",PLASTIC,BOTTLE,UNFLAVORED,16.9 FLUID OUNCE,6 COUNT,16.9 FLUID OUNCE,16.9 FLUID OUNCE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,MULTI PACK,6,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,1 w/e 02/21/26,2026-02-21,2026,2,8,,6.9893010698930107,,0.88758955085595426,0,0,0,No Holiday,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
WATER,PC_Total SUW,PC_Total SUW,Census Divisions,xAOC,Pacific Division xAOC,Census Divisions,Census Divisions_xAOC,,CLR ALS GLC EKLN LK DRNK WTR BTL 16.9 FL OZ,007375700015,"CLEAR ALASKAN GLACIAL (ALASKA GLACIER PRODUCT, LLC)",PLASTIC,BOTTLE,UNFLAVORED,16.9 FLUID OUNCE,NOT APPLICABLE,16.9 FLUID OUNCE,16.9 FLUID OUNCE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,SINGLE PACK,1,2.6592,2.6592,2.6592,1.0,14.9214,123.3951656121426336,93.9514991824571344,8.2696623759443176,1.3134,,,,,,0.0,2.6592,0.0,0.0,0.0,0.0,0.0,2.6592,0.0,0.0,0.0,0.0,1 w/e 02/21/26,2026-02-21,2026,2,8,1.3133921936945878,1.3133921936945878,0.0,0.88758955085595426,0,0,0,No Holiday,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
WATER,PC_Total SUW,PC_Total SUW,Census Divisions,xAOC,Pacific Division xAOC,Census Divisions,Census Divisions_xAOC,,CLR ALS GLC EKLN LK DRNK WTR BTL 33.8 FL OZ,007375700016,"CLEAR ALASKAN GLACIAL (ALASKA GLACIER PRODUCT, LLC)",PLASTIC,BOTTLE,UNFLAVORED,33.8 FLUID OUNCE,NOT APPLICABLE,33.8 FLUID OUNCE,33.8 FLUID OUNCE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,SINGLE PACK,1,1.5589,1.5589,1.5589,1.0,8.5851,71.103963317376672,47.0470790336344,8.2822371712620632,,1.5113,,,,,1.5589,0.0,0.0,0.0,0.0,1.5589,1.5589,0.0,0.0,0.0,0.0,1.5589,1 w/e 02/21/26,2026-02-21,2026,2,8,1.5113364055299539,1.9792158685846575,23.63963782228997,0.88758955085595426,0,0,1,No Holiday,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
WATER,PC_Total SUW,PC_Total SUW,Census Divisions,xAOC,Pacific Division xAOC,Census Divisions,Census Divisions_xAOC,,CLR ALS GLC EKLN LK DRNK WTR BTL 6PK 33.8 FL OZ,007375700035,"CLEAR ALASKAN GLACIAL (ALASKA GLACIER PRODUCT, LLC)",PLASTIC,BOTTLE,UNFLAVORED,33.8 FLUID OUNCE,6 COUNT,33.8 FLUID OUNCE,33.8 FLUID OUNCE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,MULTI PACK,6,0.8993,0.8993,0.8993,1.0,12.2982,157.713950102428608,12.14120336678078232,12.82414483662386232,12.99,,,,,,0.0,0.8993,0.0,0.0,0.0,0.0,0.0,0.8993,0.0,0.0,0.0,0.0,1 w/e 02/21/26,2026-02-21,2026,2,8,12.989976803612851,12.989976803612851,0.0,0.88758955085595426,0,0,0,No Holiday,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
WATER,PC_Total SUW,PC_Total SUW,Census Divisions,xAOC,Pacific Division xAOC,Census Divisions,Census Divisions_xAOC,,CRYS GYS CG RXN SRC ALPN SPRN SPRN WTR BTL 50.72 FL OZ,007514000500,CRYSTAL GEYSER (CG ROXANE LLC),PLASTIC,BOTTLE,UNFLAVORED,50.72 FLUID OUNCE,NOT APPLICABLE,50.72 FLUID OUNCE,50.72 FLUID OUNCE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,SINGLE PACK,1,45.4102,45.4102,45.4103,1.0,4.985,18817.58699056616375576,14289.6225401015415272,3774.8420072804880836,1.3158,1.3217,,1.456,,1.456,10.3065,35.1099,1.166,0.0,0.0,9.1405,10.3064,35.104,1.166,0.0,0.0,9.1405,1 w/e 02/21/26,2026-02-21,2026,2,8,1.3168708227077106,1.3168708227077106,0.0,0.88758955085595426,0,0,0,No Holiday,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
WATER,PC_Total SUW,PC_Total SUW,Census Divisions,xAOC,Pacific Division xAOC,Census Divisions,Census Divisions_xAOC,,CRYS GYS CG RXN SRC ALPN SPRN SPRN WTR BTL 16.9 FL OZ,007514000502,CRYSTAL GEYSER (CG ROXANE LLC),PLASTIC,BOTTLE,UNFLAVORED,16.9 FLUID OUNCE,NOT APPLICABLE,16.9 FLUID OUNCE,16.9 FLUID OUNCE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,SINGLE PACK,1,8.4331,8.4331,8.4332,1.0,8.0061,2658.70894193868952472,3772.7883047176028216,332.08395374638506208,0.7363,0.4385,,0.3816,,0.3816,0.5693,7.8639,0.2661,0.0,0.0,0.3032,0.5693,7.8639,0.2661,0.0,0.0,0.3032,1 w/e 02/21/26,2026-02-21,2026,2,8,0.70470663265526012,0.70470663265526012,0.0,0.88758955085595426,0,0,0,No Holiday,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
WATER,PC_Total SUW,PC_Total SUW,Census Divisions,xAOC,Pacific Division xAOC,Census Divisions,Census Divisions_xAOC,,CRYS GYS ALPN SPRN WTR BTL 33.8 FL OZ,007514000505,CRYSTAL GEYSER (CG ROXANE LLC),PLASTIC,BOTTLE,UNFLAVORED,33.8 FLUID OUNCE,NOT APPLICABLE,33.8 FLUID OUNCE,33.8 FLUID OUNCE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,SINGLE PACK,1,16.9682,16.9682,16.9682,1.0,6.6374,6055.9989855208432588,5182.87279902176246856,912.4015650513535984,1.2161,1.0244,,1.1213,,1.1213,3.3853,13.583,0.8038,0.0,0.0,2.5815,3.3853,13.5829,0.8038,0.0,0.0,2.5815,1 w/e 02/21/26,2026-02-21,2026,2,8,1.168463749807612,1.2235611236409858,4.5030340347377962,0.88758955085595426,0,0,1,No Holiday,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
WATER,PC_Total SUW,PC_Total SUW,Census Divisions,xAOC,Pacific Division xAOC,Census Divisions,Census Divisions_xAOC,,CRYS GYS ALPN SPRN WTR BTL 8 FL OZ,007514000508,CRYSTAL GEYSER (CG ROXANE LLC),PLASTIC,BOTTLE,UNFLAVORED,8 FLUID OUNCE,NOT APPLICABLE,8 FLUID OUNCE,8 FLUID OUNCE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,SINGLE PACK,1,1.2315,1.2315,1.2315,1.0,5.318,122.83669293526365272,554.35466989991660152,23.09814286349049928,0.2217,0.1868,,,,,0.0895,1.142,0.0,0.0,0.0,0.0895,0.0895,1.142,0.0,0.0,0.0,0.0895,1 w/e 02/21/26,2026-02-21,2026,2,8,0.22158502418215512,0.22158502418215512,0.0,0.88758955085595426,0,0,0,No Holiday,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
