category,niagara_personal_chars,niagara_personal_chars_alias,l1,l2,markets,generic_tag,retailers_name_tag,retailers_div_req,item,upc,brand,package_material_substance,package_general_shape,flavor,base_size,outer_pack_size,product_size,total_size,bp_concat_flavor,protein_presence_claim,bc_protein_total_store,pack_type,derived_outer_multipack_count,prc_acv,acv,tdp,avg_of_items,avg_eq_price,sales,units,eq,no_promo_unit_price,any_promo_unit_price,feat_n_disp_unit_price,feat_or_disp_unit_price,feat_wo_disp_unit_price,disp_wo_feat_unit_price,any_promo_prc_acv,no_promo_prc_acv,disp_wo_feat_prc_acv,feat_wo_disp_prc_acv,feat_n_disp_prc_acv,price_decr_only_prc_acv,any_promo_tdp,no_promo_tdp,disp_wo_feat_tdp,feat_wo_disp_tdp,feat_n_disp_tdp,price_decr_only_tdp,periods,week_ending,year,month,week_of_year,aup,median_baseprice,tpr_discount,seasonality_index,seasonality_peak_flag,seasonality_rolling_peak_flag,promo_flag,Holiday,Holiday_4th_of_July,Holiday_Juneteenth,Holiday_Martin_Luther_King_Jr_Day,Holiday_Thanksgiving_Day,Holiday_Independence_Day,Holiday_Halloween,Holiday_Washington_s_Birthday,Holiday_Valentine_s_Day,Holiday_Western_Easter,Holiday_Eastern_Easter,Holiday_Memorial_Day,Holiday_Veterans_Day,Holiday_Valentine_s_Day_n_Washington_s_Birthday,Holiday_New_Year_s_Day,Holiday_Labor_Day,Holiday_Eastern_Easter_n_Western_Easter,Holiday_Christmas_Day,Holiday_Columbus_Day,Holiday_clubbed
WATER,PC_Total SUW,PC_Total SUW,Census Divisions,xAOC,Pacific Division xAOC,Census Divisions,Census Divisions_xAOC,,CTL BR DRNK WTR BTL 16.9 FL OZ,200039909484,PRIVATE LABEL,PLASTIC,BOTTLE,UNFLAVORED,16.9 FLUID OUNCE,NOT APPLICABLE,16.9 FLUID OUNCE,16.9 FLUID OUNCE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,SINGLE PACK,1,0.2993,0.2993,0.2993,1.0,4.3172,33.696115315241744,88.67400935237038232,7.8051537730431116,0.38,0.38,,0.38,,0.38,0.0238,0.2755,0.0238,0.0,0.0,0.0,0.0238,0.2755,0.0238,0.0,0.0,0.0,1 w/e 02/21/26,2026-02-21,2026,2,8,0.37999990709048725,0.37999990709048725,0.0,0.88758955085595426,0,0,0,No Holiday,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
WATER,PC_Total SUW,PC_Total SUW,Census Divisions,xAOC,Pacific Division xAOC,Census Divisions,Census Divisions_xAOC,,CTL BR DRNK WTR BTL 28PK 20 FL OZ,200039960004,PRIVATE LABEL,PLASTIC,BOTTLE,UNFLAVORED,20 FLUID OUNCE,28 COUNT,20 FLUID OUNCE,20 FLUID OUNCE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,MULTI PACK,28,2.8814,2.8814,2.8814,1.0,1.7044,17120.514446929570976,3443.97629103221358232,10044.93080728931658232,4.9711,,,,,,0.0,2.8814,0.0,0.0,0.0,0.0,0.0,2.8814,0.0,0.0,0.0,0.0,1 w/e 02/21/26,2026-02-21,2026,2,8,4.9711475922496211,4.9711475922496211,0.0,0.88758955085595426,0,0,0,No Holiday,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
WATER,PC_Total SUW,PC_Total SUW,Census Divisions,xAOC,Pacific Division xAOC,Census Divisions,Census Divisions_xAOC,,CTL BR DRNK WTR BTL 24PK 10 FL OZ,200039962291,PRIVATE LABEL,PLASTIC,BOTTLE,UNFLAVORED,10 FLUID OUNCE,24 COUNT,10 FLUID OUNCE,10 FLUID OUNCE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,MULTI PACK,24,2.8814,2.8814,2.8814,1.0,3.1809,4165.37929000232926232,1047.6105340577024,1309.51318925280958232,3.9761,,,,,,0.0,2.8814,0.0,0.0,0.0,0.0,0.0,2.8814,0.0,0.0,0.0,0.0,1 w/e 02/21/26,2026-02-21,2026,2,8,3.9760761796357613,3.9760761796357613,0.0,0.88758955085595426,0,0,0,No Holiday,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
WATER,PC_Total SUW,PC_Total SUW,Census Divisions,xAOC,Pacific Division xAOC,Census Divisions,Census Divisions_xAOC,,CTL BR WTR BVRG BTL 24PK 16.9 FL OZ,200042082077,PRIVATE LABEL,PLASTIC,BOTTLE,UNFLAVORED,16.9 FLUID OUNCE,24 COUNT,16.9 FLUID OUNCE,16.9 FLUID OUNCE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,MULTI PACK,24,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,1 w/e 02/21/26,2026-02-21,2026,2,8,,3.3898305169483054,,0.88758955085595426,0,0,0,No Holiday,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
WATER,PC_Total SUW,PC_Total SUW,Census Divisions,xAOC,Pacific Division xAOC,Census Divisions,Census Divisions_xAOC,,CTL BR DRNK WTR BTL 40PK 16.9 FL OZ,200042158786,PRIVATE LABEL,PLASTIC,BOTTLE,UNFLAVORED,16.9 FLUID OUNCE,40 COUNT,16.9 FLUID OUNCE,16.9 FLUID OUNCE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,MULTI PACK,40,17.5864,17.5864,17.5864,1.0,1.5141,369376.794404998415408,69288.20625653805358232,243952.22589452662089936,5.3415,5.2857,,5.2954,,5.2954,3.4538,14.1327,3.0809,0.0,0.0,0.3728,3.4538,14.1327,3.0809,0.0,0.0,0.3728,1 w/e 02/21/26,2026-02-21,2026,2,8,5.3310197270425643,5.3310197270425643,0.0,0.88758955085595426,0,0,0,No Holiday,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
WATER,PC_Total SUW,PC_Total SUW,Census Divisions,xAOC,Pacific Division xAOC,Census Divisions,Census Divisions_xAOC,,CTL BR DRNK WTR BTL 35PK 16.9 FL OZ,200042191744,PRIVATE LABEL,PLASTIC,BOTTLE,UNFLAVORED,16.9 FLUID OUNCE,35 COUNT,16.9 FLUID OUNCE,16.9 FLUID OUNCE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,MULTI PACK,35,1.4233,1.4233,1.4233,1.0,1.4181,9036.169864878291808,2068.337022953328,6371.98618226847958384,4.4547,4.3582,,4.376,,4.376,1.3148,0.1086,1.0365,0.0,0.0,0.2783,1.3148,0.1086,1.0364,0.0,0.0,0.2783,1 w/e 02/21/26,2026-02-21,2026,2,8,4.3688092243186585,4.3688092243186585,0.0,0.88758955085595426,0,0,0,No Holiday,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
WATER,PC_Total SUW,PC_Total SUW,Census Divisions,xAOC,Pacific Division xAOC,Census Divisions,Census Divisions_xAOC,,CTL BR DRNK WTR BTL 35PK 16.9 FL OZ,200042256111,PRIVATE LABEL,PLASTIC,BOTTLE,UNFLAVORED,16.9 FLUID OUNCE,35 COUNT,16.9 FLUID OUNCE,16.9 FLUID OUNCE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,MULTI PACK,35,2.9039,2.9039,2.9039,1.0,1.4057,57395.99467738942530232,13253.18386613707438232,40829.47005785010364688,5.037,4.2625,4.2534,4.2625,4.2686,,2.018,0.8859,0.0,1.3198,0.6981,0.0,2.018,0.8859,0.0,1.3199,0.6981,0.0,1 w/e 02/21/26,2026-02-21,2026,2,8,4.33073254375054,4.33073254375054,0.0,0.88758955085595426,0,0,0,No Holiday,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
WATER,PC_Total SUW,PC_Total SUW,Census Divisions,xAOC,Pacific Division xAOC,Census Divisions,Census Divisions_xAOC,,CTL BR DRNK WTR BTL 15PK 10 FL OZ,200042331593,PRIVATE LABEL,PLASTIC,BOTTLE,UNFLAVORED,10 FLUID OUNCE,15 COUNT,10 FLUID OUNCE,10 FLUID OUNCE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,MULTI PACK,15,0.3977,0.3977,0.3977,1.0,4.7131,697.719022409589312,189.4891570294768,148.03840392927875,3.6821,,,,,,0.0,0.3977,0.0,0.0,0.0,0.0,0.0,0.3977,0.0,0.0,0.0,0.0,1 w/e 02/21/26,2026-02-21,2026,2,8,3.6821052631578945,3.6821052631578945,0.0,0.88758955085595426,0,0,0,No Holiday,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
WATER,PC_Total SUW,PC_Total SUW,Census Divisions,xAOC,Pacific Division xAOC,Census Divisions,Census Divisions_xAOC,,CTL BR DRNK WTR BTL 32PK 16.9 FL OZ,200042757702,PRIVATE LABEL,PLASTIC,BOTTLE,UNFLAVORED,16.9 FLUID OUNCE,32 COUNT,16.9 FLUID OUNCE,16.9 FLUID OUNCE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,MULTI PACK,32,0.5337,0.5337,0.5337,1.0,1.7714,30946.883478786707008,6202.62621556661038232,17470.73047501960822976,,4.9893,4.9893,4.9893,4.9893,,0.5337,0.0,0.0,0.1029,0.4307,0.0,0.5337,0.0,0.0,0.1029,0.4307,0.0,1 w/e 02/21/26,2026-02-21,2026,2,8,4.9893194274902326,4.9893194274902326,0.0,0.88758955085595426,0,0,0,No Holiday,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
VALUE ADD WATER,PC_Total SUW,PC_Total SUW,Census Divisions,xAOC,Pacific Division xAOC,Census Divisions,Census Divisions_xAOC,,CTL BR MNCP SPLY ALKL WTR 9 5 PH HGHR WTH ELCT TST DRNK WTR BTL 33.8 FL OZ,200042828963,PRIVATE LABEL,PLASTIC,BOTTLE,UNFLAVORED,33.8 FLUID OUNCE,NOT APPLICABLE,33.8 FLUID OUNCE,33.8 FLUID OUNCE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,SINGLE PACK,1,1.6721,1.6721,1.6721,1.0,6.6294,35.929225518220704,30.7865678468944,5.41969342058518896,1.167,,,,,,0.0,1.6721,0.0,0.0,0.0,0.0,0.0,1.6721,0.0,0.0,0.0,0.0,1 w/e 02/21/26,2026-02-21,2026,2,8,1.1670422535211267,1.1670422535211267,0.0,0.88758955085595426,0,0,0,No Holiday,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
WATER,PC_Total SUW,PC_Total SUW,Census Divisions,xAOC,Pacific Division xAOC,Census Divisions,Census Divisions_xAOC,,CTL BR DSTL WTR BTL 128 FL OZ,200044123509,PRIVATE LABEL,PLASTIC,BOTTLE,UNFLAVORED,128 FLUID OUNCE,NOT APPLICABLE,1 GALLON,128 FLUID OUNCE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,SINGLE PACK,1,5.5546,5.5546,5.5546,1.0,2.0426,10200.437642325983432,7490.89231518806478232,4993.9281956715888,1.3617,,,,,,0.0,5.5546,0.0,0.0,0.0,0.0,0.0,5.5546,0.0,0.0,0.0,0.0,1 w/e 02/21/26,2026-02-21,2026,2,8,1.3617119580859833,1.3617119580859833,0.0,0.88758955085595426,0,0,0,No Holiday,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
VALUE ADD WATER,PC_Total SUW,PC_Total SUW,Census Divisions,xAOC,Pacific Division xAOC,Census Divisions,Census Divisions_xAOC,,CTL BR ALKL WTR 9.5 PLS PH DRNK WTR BTL 33.8 FL OZ,200044296687,PRIVATE LABEL,PLASTIC,BOTTLE,UNFLAVORED,33.8 FLUID OUNCE,NOT APPLICABLE,33.8 FLUID OUNCE,33.8 FLUID OUNCE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,SINGLE PACK,1,11.8319,11.8319,11.8319,1.0,9.6264,1055.200940679672632,622.66919672491198232,109.61570490295700512,1.6977,1.6762,,1.6946,,1.6946,1.291,10.5408,0.1485,0.0,0.0,1.1425,1.291,10.5408,0.1485,0.0,0.0,1.1425,1 w/e 02/21/26,2026-02-21,2026,2,8,1.6946413058968903,1.6946413058968903,0.0,0.88758955085595426,0,0,0,No Holiday,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
VALUE ADD WATER,PC_Total SUW,PC_Total SUW,Census Divisions,xAOC,Pacific Division xAOC,Census Divisions,Census Divisions_xAOC,,CTL BR WTH ELCT ADD TST ALKL PH 9 5 PLS DRNK WTR BTL 101.4 FL OZ,200044297091,PRIVATE LABEL,PLASTIC,BOTTLE,UNFLAVORED,101.4 FLUID OUNCE,NOT APPLICABLE,101.4 FLUID OUNCE,101.4 FLUID OUNCE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,SINGLE PACK,1,0.0189,0.0189,0.0189,1.0,5.6618,0.648252379311368,0.21682849650478232,0.1144739987546496,2.99,,,,,,0.0,0.0189,0.0,0.0,0.0,0.0,0.0,0.0189,0.0,0.0,0.0,0.0,1 w/e 02/21/26,2026-02-21,2026,2,8,2.9897010298970104,2.9897010298970104,0.0,0.88758955085595426,0,0,0,No Holiday,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
VALUE ADD WATER,PC_Total SUW,PC_Total SUW,Census Divisions,xAOC,Pacific Division xAOC,Census Divisions,Census Divisions_xAOC,,CTL BR WTH ELCT DSTL WTR BTL 33.8 FL OZ,200044404176,PRIVATE LABEL,PLASTIC,BOTTLE,UNFLAVORED,33.8 FLUID OUNCE,NOT APPLICABLE,33.8 FLUID OUNCE,33.8 FLUID OUNCE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,SINGLE PACK,1,8.93,8.93,8.93,1.0,6.6684,1268.23314983939072,1080.3483632470056,190.18632102643788192,1.165,1.4011,,1.4551,,1.4551,0.8541,8.0758,0.1409,0.0,0.0,0.7132,0.8541,8.0758,0.1409,0.0,0.0,0.7132,1 w/e 02/21/26,2026-02-21,2026,2,8,1.1739112984146098,1.1739112984146098,0.0,0.88758955085595426,0,0,0,No Holiday,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
VALUE ADD WATER,PC_Total SUW,PC_Total SUW,Census Divisions,xAOC,Pacific Division xAOC,Census Divisions,Census Divisions_xAOC,,CTL BR WTH ELCT TST DSTL WTR BTL 23.7 FL OZ,200044444062,PRIVATE LABEL,PLASTIC,BOTTLE,UNFLAVORED,23.7 FLUID OUNCE,NOT APPLICABLE,23.7 FLUID OUNCE,23.7 FLUID OUNCE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,SINGLE PACK,1,6.651,6.651,6.651,1.0,6.6076,436.250002526810112,534.8624146358344,66.02205491584402864,1.0281,0.7436,,,,,3.154,3.497,0.0,0.0,0.0,3.154,3.1539,3.497,0.0,0.0,0.0,3.1539,1 w/e 02/21/26,2026-02-21,2026,2,8,0.81563032022699633,0.81563032022699633,0.0,0.88758955085595426,0,0,0,No Holiday,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
WATER,PC_Total SUW,PC_Total SUW,Census Divisions,xAOC,Pacific Division xAOC,Census Divisions,Census Divisions_xAOC,,CTL BR DRNK WTR BTL 6PK 128 FL OZ,200044445733,PRIVATE LABEL,PLASTIC,BOTTLE,UNFLAVORED,128 FLUID OUNCE,6 COUNT,1 GALLON,128 FLUID OUNCE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,MULTI PACK,6,0.5773,0.5773,0.5773,1.0,1.7621,110.02514457463911832,15.61011241995198232,62.44038463776318232,7.0483,,,,,,0.0,0.5773,0.0,0.0,0.0,0.0,0.0,0.5773,0.0,0.0,0.0,0.0,1 w/e 02/21/26,2026-02-21,2026,2,8,7.0483249328820374,7.0483249328820374,0.0,0.88758955085595426,0,0,0,No Holiday,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
VALUE ADD WATER,PC_Total SUW,PC_Total SUW,Census Divisions,xAOC,Pacific Division xAOC,Census Divisions,Census Divisions_xAOC,,CTL BR WTH ELCT ADD TST ALKL PH 9 5 PLS DRNK WTR BTL 33.8 FL OZ,200044523496,PRIVATE LABEL,PLASTIC,BOTTLE,UNFLAVORED,33.8 FLUID OUNCE,NOT APPLICABLE,33.8 FLUID OUNCE,33.8 FLUID OUNCE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,SINGLE PACK,1,2.8491,2.8491,2.8491,1.0,8.248,700.74566723916276632,482.6119720224432,84.95982674845839616,1.4591,1.3987,,,,,0.1874,2.6617,0.0,0.0,0.0,0.1874,0.1874,2.6617,0.0,0.0,0.0,0.1874,1 w/e 02/21/26,2026-02-21,2026,2,8,1.4519856693620845,1.4519856693620845,0.0,0.88758955085595426,0,0,0,No Holiday,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
VALUE ADD WATER,PC_Total SUW,PC_Total SUW,Census Divisions,xAOC,Pacific Division xAOC,Census Divisions,Census Divisions_xAOC,,CTL BR MNCP SRC ASRTD DRNK WTR JUG 128 FL OZ,200044635409,PRIVATE LABEL,PLASTIC,JUG,UNFLAVORED,128 FLUID OUNCE,NOT APPLICABLE,1 GALLON,128 FLUID OUNCE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,SINGLE PACK,1,1.7228,1.7228,1.7228,1.0,5.5102,925.45509149911840632,251.9295199865584,167.95302055126612744,3.3849,3.6845,,,,,1.6218,0.101,0.0,0.0,0.0,1.6218,1.6218,0.101,0.0,0.0,0.0,1.6218,1 w/e 02/21/26,2026-02-21,2026,2,8,3.6734682444061963,3.9643655960859689,7.3378033541350636,0.88758955085595426,0,0,1,No Holiday,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
VALUE ADD WATER,PC_Total SUW,PC_Total SUW,Census Divisions,xAOC,Pacific Division xAOC,Census Divisions,Census Divisions_xAOC,,CTL BR ASRTD DRNK WTR BTL 33.8 FL OZ,200044635415,PRIVATE LABEL,PLASTIC,BOTTLE,UNFLAVORED,33.8 FLUID OUNCE,NOT APPLICABLE,33.8 FLUID OUNCE,33.8 FLUID OUNCE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,SINGLE PACK,1,1.4962,1.4962,1.4962,1.0,8.2703,390.462571093108504,268.1900311732984,47.2126110375154132,1.4578,1.4524,,1.4793,,1.4793,0.5165,0.9797,0.2724,0.0,0.0,0.2442,0.5165,0.9797,0.2723,0.0,0.0,0.2442,1 w/e 02/21/26,2026-02-21,2026,2,8,1.4559175424413904,1.4559175424413904,0.0,0.88758955085595426,0,0,0,No Holiday,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
VALUE ADD WATER,PC_Total SUW,PC_Total SUW,Census Divisions,xAOC,Pacific Division xAOC,Census Divisions,Census Divisions_xAOC,,CTL BR ASRTD DRNK WTR BTL 12PK 33.8 FL OZ,200044635426,PRIVATE LABEL,PLASTIC,BOTTLE,UNFLAVORED,33.8 FLUID OUNCE,12 COUNT,33.8 FLUID OUNCE,33.8 FLUID OUNCE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,MULTI PACK,12,1.5892,1.5892,1.5892,1.0,4.3084,1235.269841561631392,135.7210667053232,286.71075341499526,9.1036,9.0925,,8.9506,,8.9506,0.3037,1.2855,0.2711,0.0,0.0,0.0326,0.3037,1.2855,0.2711,0.0,0.0,0.0326,1 w/e 02/21/26,2026-02-21,2026,2,8,9.1015335463258786,9.1015335463258786,0.0,0.88758955085595426,0,0,0,No Holiday,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
WATER,PC_Total SUW,PC_Total SUW,Census Divisions,xAOC,Pacific Division xAOC,Census Divisions,Census Divisions_xAOC,,CTL BR DRNK WTR BTL 48PK 8 FL OZ,200044951215,PRIVATE LABEL,PLASTIC,BOTTLE,UNFLAVORED,8 FLUID OUNCE,48 COUNT,8 FLUID OUNCE,8 FLUID OUNCE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,MULTI PACK,48,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,1 w/e 02/21/26,2026-02-21,2026,2,8,,6.9900249999999993,,0.88758955085595426,0,0,0,No Holiday,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
WATER,PC_Total SUW,PC_Total SUW,Census Divisions,xAOC,Pacific Division xAOC,Census Divisions,Census Divisions_xAOC,,CTL BR DRNK WTR JUG 128 FL OZ,200044972316,PRIVATE LABEL,PLASTIC,JUG,UNFLAVORED,128 FLUID OUNCE,NOT APPLICABLE,1 GALLON,128 FLUID OUNCE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,SINGLE PACK,1,0.0669,0.0669,0.0669,1.0,2.6829,48.085583681427528,26.88406684275838232,17.92270400161172744,1.7721,1.815,,1.815,,1.815,0.0101,0.0569,0.0101,0.0,0.0,0.0,0.0101,0.0569,0.0101,0.0,0.0,0.0,1 w/e 02/21/26,2026-02-21,2026,2,8,1.7886275898164596,1.7886275898164596,0.0,0.88758955085595426,0,0,0,No Holiday,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
WATER,PC_Total SUW,PC_Total SUW,Census Divisions,xAOC,Pacific Division xAOC,Census Divisions,Census Divisions_xAOC,,CTL BR TWN MRSV DSTL WTR BTL 128 FL OZ,200045468548,PRIVATE LABEL,PLASTIC,BOTTLE,UNFLAVORED,128 FLUID OUNCE,NOT APPLICABLE,1 GALLON,128 FLUID OUNCE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,SINGLE PACK,1,0.3405,0.3405,0.3405,1.0,2.22,1235.044362473175264,834.48945578417838232,556.3262894023312,1.48,1.48,,1.48,,1.48,0.0251,0.3154,0.0251,0.0,0.0,0.0,0.0251,0.3154,0.0251,0.0,0.0,0.0,1 w/e 02/21/26,2026-02-21,2026,2,8,1.4799999615484551,1.4799999615484551,0.0,0.88758955085595426,0,0,0,No Holiday,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
WATER,PC_Total SUW,PC_Total SUW,Census Divisions,xAOC,Pacific Division xAOC,Census Divisions,Census Divisions_xAOC,,CTL BR PRTC SPRN WTR BTL 128 FL OZ,200045475162,PRIVATE LABEL,PLASTIC,BOTTLE,UNFLAVORED,128 FLUID OUNCE,NOT APPLICABLE,1 GALLON,128 FLUID OUNCE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,SINGLE PACK,1,0.2898,0.2898,0.2898,1.0,2.22,505.3766876838792,341.47073492154,227.64715661436,1.48,1.48,,1.48,,1.48,0.1001,0.1896,0.1001,0.0,0.0,0.0,0.1001,0.1896,0.1001,0.0,0.0,0.0,1 w/e 02/21/26,2026-02-21,2026,2,8,1.48,1.48,0.0,0.88758955085595426,0,0,0,No Holiday,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
WATER,PC_Total SUW,PC_Total SUW,Census Divisions,xAOC,Pacific Division xAOC,Census Divisions,Census Divisions_xAOC,,CTL BR SLVR SPRN WTR BTL 33.8 FL OZ,200046378103,PRIVATE LABEL,PLASTIC,BOTTLE,UNFLAVORED,33.8 FLUID OUNCE,NOT APPLICABLE,33.8 FLUID OUNCE,33.8 FLUID OUNCE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,SINGLE PACK,1,0.2306,0.2306,0.2306,1.0,5.5735,298.024817098728952,303.74637064898478232,53.47201893646543808,0.9812,,,,,,0.0,0.2306,0.0,0.0,0.0,0.0,0.0,0.2306,0.0,0.0,0.0,0.0,1 w/e 02/21/26,2026-02-21,2026,2,8,0.98116338464215669,0.98116338464215669,0.0,0.88758955085595426,0,0,0,No Holiday,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
VALUE ADD WATER,PC_Total SUW,PC_Total SUW,Census Divisions,xAOC,Pacific Division xAOC,Census Divisions,Census Divisions_xAOC,,CTL BR ALKL WTR PH 9 5 PLS PLS ELCT TST DRNK WTR JUG 128 FL OZ,200047815794,PRIVATE LABEL,PLASTIC,JUG,UNFLAVORED,128 FLUID OUNCE,NOT APPLICABLE,1 GALLON,128 FLUID OUNCE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,SINGLE PACK,1,9.5569,9.5569,9.5569,1.0,5.9849,4435.05444786401658232,1111.56856640622798232,741.04571816437918232,4.0042,3.7698,,,,,0.4907,9.0662,0.0,0.0,0.0,0.4907,0.4907,9.0662,0.0,0.0,0.0,0.4907,1 w/e 02/21/26,2026-02-21,2026,2,8,3.989906319681952,3.989906319681952,0.0,0.88758955085595426,0,0,0,No Holiday,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
VALUE ADD WATER,PC_Total SUW,PC_Total SUW,Census Divisions,xAOC,Pacific Division xAOC,Census Divisions,Census Divisions_xAOC,,CTL BR DRNK WTR 16.9 FL OZ,200049147825,PRIVATE LABEL,NOT COLLECTED,NOT COLLECTED,NOT COLLECTED,16.9 FLUID OUNCE,NOT APPLICABLE,16.9 FLUID OUNCE,16.9 FLUID OUNCE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,SINGLE PACK,1,0.3823,0.3823,0.3823,1.0,1.88,141.42961184662963832,854.6524679750544,75.2271953407022896,0.1656,0.1655,,,,,0.3321,0.0501,0.0,0.0,0.0,0.3321,0.3321,0.0501,0.0,0.0,0.0,0.3321,1 w/e 02/21/26,2026-02-21,2026,2,8,0.16548201420598682,0.21076900306226609,21.486550772791023,0.88758955085595426,0,0,1,No Holiday,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
WATER,PC_Total SUW,PC_Total SUW,Census Divisions,xAOC,Pacific Division xAOC,Census Divisions,Census Divisions_xAOC,,CTL BR TWN MRSV DRNK WTR BTL 128 FL OZ,200049188877,PRIVATE LABEL,PLASTIC,BOTTLE,UNFLAVORED,128 FLUID OUNCE,NOT APPLICABLE,1 GALLON,128 FLUID OUNCE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,SINGLE PACK,1,0.3403,0.3403,0.3403,1.0,1.635,629.31866176620952632,577.3565505371816,384.90433811721229024,,1.09,,1.09,,1.09,0.3403,0.0,0.0251,0.0,0.0,0.3152,0.3403,0.0,0.0251,0.0,0.0,0.3152,1 w/e 02/21/26,2026-02-21,2026,2,8,1.0900000375516334,1.1600000000000001,6.0344795214109181,0.88758955085595426,0,0,1,No Holiday,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
WATER,PC_Total SUW,PC_Total SUW,Census Divisions,xAOC,Pacific Division xAOC,Census Divisions,Census Divisions_xAOC,,CTL BR SPRN WTR BTL 24PK 16.9 FL OZ,200049200137,PRIVATE LABEL,PLASTIC,BOTTLE,UNFLAVORED,16.9 FLUID OUNCE,24 COUNT,16.9 FLUID OUNCE,16.9 FLUID OUNCE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,MULTI PACK,24,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,1 w/e 02/21/26,2026-02-21,2026,2,8,,4.2895710428957106,,0.88758955085595426,0,0,0,No Holiday,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
